Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1000,Silvan Widmer,DF,ch Switzerland,33,1.de Mainz 05,1993,5,1,175,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1001,Iñaki Williams,"MF,FW",gh Ghana,31,1.es Athletic Club,1994,2,2,126,1.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
1002,Nico Williams,MF,es Spain,23,1.es Athletic Club,2002,6,0,113,1.3,0,1,1,0,0,0,0,0,0,0.8,0.8,0,0.8,Matches
1003,Ronwen Williams,GK,za South Africa,34,1.za Sundowns,1992,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1004,Patrick Wimmer,"FW,MF",at Austria,25,1.de Wolfsburg,2001,2,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1005,Florian Wirtz,MF,de Germany,23,1.eng Liverpool,2003,4,4,361,4,0,3,3,0,0,0,0,0,0,0.75,0.75,0,0.75,Matches
1006,Yoane Wissa,FW,cd Congo DR,29,1.eng Newcastle,1996,4,4,360,4,3,0,3,2,1,1,0,0,0.75,0,0.75,0.5,0.5,Matches
1007,Axel Witsel,"DF,MF",be Belgium,37,1.es Girona,1989,2,0,33,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
1008,Nick Woltemade,"FW,MF",de Germany,24,1.eng Newcastle,2002,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1009,Chris Wood,FW,nz New Zealand,34,1.eng Nottingham,1991,3,3,270,3,0,2,2,0,0,0,0,0,0,0.67,0.67,0,0.67,Matches
1010,Haji Wright,"FW,MF",us USA,28,2.eng Coventry City,1998,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1011,Granit Xhaka,MF,ch Switzerland,33,1.eng Sunderland,1992,6,6,600,6.7,1,0,1,0,1,1,2,0,0.15,0,0.15,0,0,Matches
1012,Kevin Yakob,MF,iq Iraq,25,1.dk AGF,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1013,Lamine Yamal,"MF,FW",es Spain,18,1.es Barcelona,2007,8,7,614,6.8,1,0,1,1,0,0,0,0,0.15,0,0.15,0.15,0.15,Matches
1014,Yannick,MF,cv Cabo Verde,30,2.pt Farense,1995,2,0,32,0.4,0,1,1,0,0,0,0,0,0,2.81,2.81,0,2.81,Matches
1015,Gessime Yassine,MF,ma Morocco,20,1.fr Strasbourg,2005,3,0,80,0.9,1,0,1,1,0,0,0,0,1.13,0,1.13,1.13,1.13,Matches
1016,John Yeboah,MF,ec Ecuador,25,2.it Venezia,2000,4,4,311,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1017,Tete Yengi,FW,au Australia,25,1.jp Machida Zelvia,2000,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1018,Kenan Y?ld?z,MF,tr Türkiye,21,1.it Juventus,2005,3,2,218,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1019,Caleb Yirenkyi,MF,gh Ghana,20,1.dk Nordsjælland,2006,4,3,264,2.9,1,0,1,1,0,0,2,0,0.34,0,0.34,0.34,0.34,Matches
1020,Seol Young-woo,MF,kr Korea Republic,27,1.rs Red Star,1998,3,3,250,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1021,Manaf Younis,DF,iq Iraq,29,1.iq Al-Shorta,1996,1,0,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1022,Aria Yousefi,MF,ir IR Iran,24,1.ir Sepahan,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1023,Ali Yousif,FW,iq Iraq,30,1.iq Al-Talaba,1996,1,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1024,?smail Yüksek,MF,tr Türkiye,27,1.tr Fenerbahçe,1999,2,2,139,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1025,Utkir Yusupov,GK,uz Uzbekistan,35,1.uz Navbahor,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1026,Warren Zaïre-Emery,MF,fr France,20,1.fr PSG,2006,2,1,110,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1027,Denis Zakaria,DF,ch Switzerland,29,1.fr Monaco,1996,4,4,357,4,0,0,0,0,0,0,2,0,0,0,0,0,0,Matches
1028,Jaroslav Zelený,MF,cz Czechia,33,1.cz Sparta Prague,1992,2,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1029,Alejandro Zendejas,"FW,MF",us USA,28,1.mx América,1998,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1030,Besfort Zeneli,MF,se Sweden,23,1.be Union SG,2002,2,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1031,Ramiz Zerrouki,MF,dz Algeria,28,1.nl Twente,1998,3,2,111,1.2,0,0,0,0,0,0,1,0,0,0,0,0,0,Matches
1032,Luca Zidane,GK,dz Algeria,28,2.es Granada,1998,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1033,Mostafa Ziko,"FW,MF",eg Egypt,29,1.eg Pyramids FC,1997,5,5,370,4.1,2,1,3,2,0,0,0,0,0.49,0.24,0.73,0.49,0.73,Matches
1034,David Zima,DF,cz Czechia,25,1.cz Slavia Prague,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1035,Zizo,MF,eg Egypt,30,1.eg Al Ahly,1996,4,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1036,Martín Zubimendi,MF,es Spain,27,1.eng Arsenal,1999,1,0,22,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1037,Themba Zwane,"FW,MF",za South Africa,36,1.za Sundowns,1989,1,0,23,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,Matches
1038,Martin Ødegaard,MF,no Norway,27,1.eng Arsenal,1998,5,5,470,5.2,0,4,4,0,0,0,0,0,0,0.77,0.77,0,0.77,Matches
1039,Leo Østigård,DF,no Norway,26,1.it Genoa,1999,5,1,146,1.6,1,0,1,1,0,0,0,0,0.62,0,0.62,0.62,0.62,Matche
